CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
751143858,59.0,1.0,52.0,2.0,1.0,1.0,7427.0,2421.0,5006.0,0.701,4636.0,91.0,0.82,0.326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
708824958,50.0,4.0,42.0,2.0,1.0,2.0,1460.0,0.0,1460.0,0.682,4265.0,63.0,0.615,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
819612933,52.0,3.0,47.0,1.0,3.0,3.0,25410.0,0.0,25410.0,0.559,5472.0,70.0,0.591,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
712804383,56.0,0.0,38.0,1.0,1.0,2.0,2143.0,1194.0,949.0,0.49,4684.0,82.0,0.907,0.557,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
790149483,42.0,3.0,35.0,2.0,3.0,3.0,8566.0,1484.0,7082.0,0.807,4195.0,89.0,0.854,0.173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
712121508,43.0,3.0,30.0,1.0,2.0,0.0,1438.3,0.0,1438.3,0.751,5200.0,89.0,0.679,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
778853358,59.0,0.0,40.0,1.0,3.0,3.0,3297.0,0.0,3297.0,0.861,4783.0,91.0,0.685,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
716512383,39.0,2.0,36.0,1.0,3.0,1.0,2816.0,2517.0,299.0,0.742,4817.0,87.0,0.776,0.894,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
823548858,53.0,4.0,49.0,5.0,5.0,4.0,10533.0,330.0,10203.0,0.823,2585.0,48.0,0.714,0.031,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
712144158,53.0,1.0,48.0,6.0,6.0,3.0,2370.0,1166.0,1204.0,0.562,2164.0,45.0,0.607,0.492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
824560758,35.0,3.0,31.0,1.0,3.0,4.0,1678.0,0.0,1678.0,0.676,2475.0,61.0,0.694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
757710783,36.0,1.0,29.0,4.0,2.0,3.0,1493.0,0.0,1493.0,0.721,2516.0,63.0,0.575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
713081583,51.0,4.0,32.0,2.0,2.0,3.0,2350.0,1272.0,1078.0,0.873,4647.0,86.0,0.911,0.541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710481333,50.0,4.0,36.0,5.0,3.0,5.0,2690.0,1614.0,1076.0,0.513,2272.0,57.0,0.541,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
721060083,42.0,3.0,27.0,1.0,1.0,1.0,7226.0,1889.0,5337.0,0.661,4653.0,71.0,0.614,0.261,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
713759583,54.0,3.0,36.0,1.0,1.0,1.0,3173.0,1822.0,1351.0,0.801,4883.0,71.0,0.614,0.574,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717547383,43.0,2.0,32.0,2.0,3.0,1.0,2890.0,1392.0,1498.0,0.736,4233.0,77.0,0.791,0.482,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
711683358,46.0,3.0,41.0,2.0,3.0,4.0,3313.0,0.0,3313.0,0.561,2135.0,44.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710044308,40.0,4.0,27.0,2.0,2.0,2.0,2625.0,1594.0,1031.0,0.544,2480.0,47.0,0.567,0.607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713101383,44.0,2.0,36.0,1.0,1.0,1.0,1834.0,0.0,1834.0,0.618,5402.0,87.0,0.611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
757685733,43.0,2.0,36.0,1.0,2.0,2.0,3226.0,2145.0,1081.0,0.644,5066.0,75.0,0.786,0.665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
717823383,56.0,4.0,47.0,1.0,1.0,3.0,3426.0,1841.0,1585.0,0.734,4268.0,81.0,0.8,0.537,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
796029483,49.0,3.0,43.0,2.0,3.0,2.0,2174.0,785.0,1389.0,0.657,3890.0,78.0,0.66,0.361,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710099358,60.0,1.0,36.0,2.0,3.0,1.0,3959.0,0.0,3959.0,0.806,4935.0,92.0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713872008,49.0,1.0,42.0,1.0,3.0,1.0,2215.0,1347.0,868.0,0.655,4656.0,72.0,0.636,0.608,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
788802483,47.0,3.0,29.0,2.0,2.0,3.0,2814.0,1595.0,1219.0,0.658,4766.0,87.0,0.582,0.567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
817988433,56.0,3.0,51.0,2.0,2.0,2.0,6941.0,1013.0,5928.0,0.552,4097.0,78.0,0.592,0.146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823554783,44.0,3.0,40.0,2.0,1.0,3.0,3269.0,0.0,3269.0,0.797,5022.0,85.0,0.771,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
710643183,42.0,2.0,23.0,2.0,2.0,3.0,3172.0,1160.0,2012.0,0.588,4163.0,83.0,0.804,0.366,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
779859558,54.0,3.0,38.0,2.0,2.0,4.0,2452.0,1012.0,1440.0,0.46,2398.0,29.0,0.318,0.413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
798238008,36.0,2.0,30.0,2.0,1.0,2.0,5070.0,0.0,5070.0,0.536,4644.0,85.0,0.771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
811974483,56.0,2.0,51.0,1.0,3.0,1.0,1466.0,723.0,743.0,0.793,5110.0,86.0,0.593,0.493,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
778471758,52.0,2.0,37.0,1.0,3.0,3.0,2427.0,2362.0,65.0,0.67,4663.0,85.0,0.771,0.973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
718513233,59.0,2.0,48.0,1.0,3.0,3.0,17999.0,1861.0,16138.0,0.791,4740.0,78.0,0.95,0.103,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718147233,44.0,1.0,31.0,2.0,2.0,3.0,4553.0,1538.0,3015.0,0.514,4999.0,95.0,0.557,0.338,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713700258,55.0,1.0,42.0,1.0,3.0,3.0,2953.0,1896.0,1057.0,0.81,4644.0,79.0,0.612,0.642,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
780670083,39.0,2.0,28.0,1.0,2.0,3.0,4363.0,0.0,4363.0,0.714,2596.0,48.0,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711438033,57.0,1.0,45.0,1.0,3.0,2.0,1894.0,0.0,1894.0,0.731,5750.0,73.0,0.872,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
712253058,48.0,3.0,40.0,1.0,2.0,1.0,2097.0,1255.0,842.0,0.61,4189.0,83.0,0.976,0.598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
713519508,47.0,4.0,36.0,1.0,1.0,1.0,1983.0,989.0,994.0,0.726,5065.0,80.0,0.667,0.499,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789992733,50.0,1.0,42.0,1.0,1.0,2.0,2210.0,1539.0,671.0,0.843,4937.0,75.0,0.974,0.696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710110683,52.0,2.0,36.0,1.0,1.0,3.0,7879.0,1007.0,6872.0,0.726,4844.0,83.0,0.976,0.128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
720260433,46.0,3.0,34.0,2.0,3.0,2.0,3336.0,1687.0,1649.0,0.645,5577.0,95.0,0.759,0.506,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714148758,34.0,2.0,27.0,2.0,3.0,3.0,1726.0,1398.0,328.0,1.009,5228.0,68.0,0.7,0.81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
715522233,45.0,3.0,27.0,1.0,6.0,3.0,2917.0,1523.0,1394.0,0.724,4878.0,92.0,0.804,0.522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
712790358,39.0,3.0,30.0,6.0,3.0,4.0,3023.0,1348.0,1675.0,0.358,2219.0,44.0,0.63,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
714943233,49.0,2.0,31.0,2.0,2.0,2.0,1915.0,1545.0,370.0,0.775,3911.0,80.0,0.778,0.807,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789579033,43.0,3.0,36.0,2.0,3.0,3.0,4878.0,2098.0,2780.0,0.665,5021.0,84.0,0.68,0.43,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708952758,41.0,3.0,35.0,2.0,1.0,2.0,2066.0,1542.0,524.0,0.71,4887.0,76.0,0.617,0.746,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
721374033,53.0,1.0,39.0,2.0,3.0,3.0,2164.0,1115.0,1049.0,0.624,4341.0,69.0,0.643,0.515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
808891983,42.0,5.0,37.0,2.0,3.0,2.0,6250.0,1835.0,4415.0,0.644,4042.0,60.0,0.714,0.294,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
794516508,43.0,3.0,24.0,2.0,2.0,1.0,1484.0,0.0,1484.0,0.532,4838.0,81.0,0.929,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
714032883,45.0,2.0,36.0,1.0,1.0,1.0,4718.0,1591.0,3127.0,0.927,4598.0,80.0,1.0,0.337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
778722033,44.0,2.0,28.0,2.0,2.0,0.0,2275.0,1265.0,1010.0,0.755,5626.0,77.0,1.081,0.556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
823578483,44.0,4.0,40.0,2.0,1.0,2.0,1438.3,1169.0,269.3,0.558,4429.0,78.0,0.529,0.813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
715148658,51.0,2.0,43.0,1.0,3.0,3.0,3683.0,1039.0,2644.0,0.595,4684.0,86.0,0.755,0.282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
709669533,38.0,1.0,30.0,2.0,3.0,2.0,2722.0,1303.0,1419.0,0.391,4488.0,88.0,0.833,0.479,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
787467858,43.0,1.0,30.0,1.0,1.0,3.0,34516.0,2045.0,32471.0,0.59,4081.0,54.0,0.421,0.059,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
708671733,48.0,4.0,36.0,2.0,3.0,3.0,2072.0,1499.0,573.0,0.598,4091.0,71.0,0.651,0.723,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
709790058,53.0,4.0,40.0,1.0,1.0,3.0,6383.0,1512.0,4871.0,0.558,4985.0,87.0,0.776,0.237,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
712714008,39.0,4.0,28.0,2.0,3.0,2.0,2725.0,2302.0,423.0,0.876,4714.0,81.0,0.8,0.845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
715191258,47.0,5.0,41.0,1.0,2.0,3.0,2675.0,1999.0,676.0,0.679,4138.0,64.0,0.561,0.747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
757722708,42.0,3.0,35.0,1.0,3.0,1.0,1438.3,0.0,1438.3,0.887,4246.0,83.0,0.804,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718086783,50.0,5.0,36.0,2.0,2.0,1.0,13478.0,0.0,13478.0,0.929,4738.0,56.0,0.867,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
815253708,46.0,2.0,41.0,1.0,2.0,2.0,2841.0,1807.0,1034.0,0.573,4144.0,73.0,0.78,0.636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
715083633,33.0,1.0,23.0,2.0,2.0,3.0,1830.0,1777.0,53.0,0.639,5271.0,76.0,0.854,0.971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
792098883,37.0,2.0,31.0,2.0,1.0,3.0,2360.0,1204.0,1156.0,0.539,3696.0,82.0,0.822,0.51,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711873858,43.0,3.0,35.0,2.0,3.0,2.0,3717.0,1882.0,1835.0,0.796,4667.0,91.0,0.82,0.506,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713931258,56.0,3.0,45.0,2.0,3.0,4.0,1438.3,0.0,1438.3,0.315,1988.0,42.0,0.355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
787591008,42.0,3.0,34.0,2.0,1.0,1.0,2289.0,1195.0,1094.0,0.651,4955.0,83.0,0.627,0.522,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
801518958,56.0,1.0,50.0,2.0,3.0,3.0,5338.0,0.0,5338.0,0.919,4139.0,69.0,0.865,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
713068833,44.0,3.0,32.0,2.0,2.0,1.0,1438.3,894.0,544.3,0.762,4687.0,85.0,0.932,0.622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710566533,40.0,1.0,27.0,1.0,3.0,3.0,2276.0,1372.0,904.0,0.564,4159.0,67.0,0.718,0.603,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
789151983,43.0,4.0,31.0,2.0,3.0,3.0,4091.0,1108.0,2983.0,0.774,5244.0,87.0,0.706,0.271,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
766673433,45.0,4.0,38.0,2.0,3.0,3.0,3798.0,1570.0,2228.0,0.916,4512.0,80.0,0.778,0.413,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
807589908,47.0,5.0,42.0,1.0,2.0,1.0,1778.0,822.0,956.0,0.68,4189.0,80.0,0.667,0.462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
708190158,38.0,3.0,26.0,2.0,3.0,0.0,2920.0,2426.0,494.0,0.983,2750.0,41.0,0.367,0.831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
784895358,49.0,1.0,43.0,5.0,3.0,3.0,1938.0,0.0,1938.0,0.612,2870.0,49.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
710090133,62.0,1.0,51.0,1.0,3.0,3.0,4049.0,1685.0,2364.0,0.597,3908.0,80.0,0.702,0.416,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
799242033,45.0,4.0,39.0,2.0,3.0,2.0,1438.3,1162.0,276.3,0.539,4598.0,86.0,0.623,0.808,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
719377383,40.0,2.0,28.0,1.0,2.0,3.0,10880.0,2025.0,8855.0,0.753,4957.0,90.0,0.765,0.186,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
710371683,51.0,4.0,36.0,2.0,1.0,2.0,3451.0,2006.0,1445.0,0.555,4097.0,67.0,0.763,0.581,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
719926683,41.0,3.0,33.0,2.0,2.0,2.0,20749.0,2171.0,18578.0,0.842,4754.0,77.0,0.674,0.105,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
793597833,49.0,0.0,43.0,1.0,3.0,1.0,2481.0,1568.0,913.0,0.537,4466.0,69.0,0.533,0.632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
713739708,61.0,0.0,53.0,1.0,3.0,3.0,2415.0,2050.0,365.0,0.499,4479.0,71.0,0.69,0.849,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
709389558,33.0,4.0,36.0,1.0,3.0,0.0,1438.3,0.0,1438.3,0.566,4641.0,85.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
811907583,45.0,4.0,40.0,1.0,2.0,2.0,7600.0,1574.0,6026.0,0.605,4240.0,67.0,0.396,0.207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
